optimizer;loss;activation_layer_1;activation_layer_2;batch_size;epochs;accuracy;
adam;poisson;relu;hard_sigmoid;192;70;0.7750;
adamax;poisson;tanh;sigmoid;192;70;0.7700;
adamax;MSE;tanh;elu;192;70;0.7650;
rmsprop;MSE;relu;selu;192;70;0.7650;
adam;MSE;sigmoid;tanh;192;70;0.7650;
adam;binary_crossentropy;tanh;sigmoid;192;70;0.7650;
adamax;MSE;tanh;relu;192;70;0.7650;
adamax;MSE;tanh;sigmoid;192;70;0.7650;
rmsprop;MSE;tanh;selu;192;70;0.7600;
rmsprop;MSE;selu;hard_sigmoid;192;70;0.7600;
rmsprop;MSE;relu;elu;192;70;0.7600;
rmsprop;poisson;tanh;hard_sigmoid;192;70;0.7600;
adagrad;binary_crossentropy;tanh;sigmoid;192;70;0.7600;
adadelta;MSE;elu;relu;192;70;0.7600;
adadelta;binary_crossentropy;elu;sigmoid;192;70;0.7600;
adadelta;binary_crossentropy;tanh;hard_sigmoid;192;70;0.7600;
adadelta;poisson;elu;hard_sigmoid;192;70;0.7600;
nadam;MSLE;elu;sigmoid;192;70;0.7600;
nadam;binary_crossentropy;tanh;hard_sigmoid;192;70;0.7600;
adagrad;binary_crossentropy;elu;sigmoid;192;70;0.7600;
adadelta;MSE;tanh;sigmoid;192;70;0.7600;
adam;MSLE;elu;relu;192;70;0.7600;
sgd;MSE;tanh;selu;192;70;0.7550;
rmsprop;MSE;elu;selu;192;70;0.7550;
rmsprop;MSLE;elu;hard_sigmoid;192;70;0.7550;
rmsprop;MSLE;selu;sigmoid;192;70;0.7550;
adagrad;MSE;elu;hard_sigmoid;192;70;0.7550;
adagrad;MSE;relu;tanh;192;70;0.7550;
adagrad;MSE;tanh;hard_sigmoid;192;70;0.7550;
adadelta;MSE;elu;hard_sigmoid;192;70;0.7550;
adadelta;MSE;tanh;selu;192;70;0.7550;
adadelta;binary_crossentropy;tanh;sigmoid;192;70;0.7550;
adam;MSE;tanh;sigmoid;192;70;0.7550;
adamax;MAE;hard_sigmoid;tanh;192;70;0.7550;
adamax;poisson;selu;sigmoid;192;70;0.7550;
nadam;MSLE;selu;hard_sigmoid;192;70;0.7550;
nadam;MSLE;tanh;hard_sigmoid;192;70;0.7550;
adadelta;binary_crossentropy;selu;sigmoid;192;70;0.7550;
rmsprop;binary_crossentropy;sigmoid;tanh;192;70;0.7550;
adamax;MSE;sigmoid;tanh;192;70;0.7550;
rmsprop;binary_crossentropy;tanh;sigmoid;192;70;0.7500;
adagrad;binary_crossentropy;selu;elu;192;70;0.7500;
adagrad;binary_crossentropy;relu;relu;192;70;0.7500;
adadelta;MSE;selu;sigmoid;192;70;0.7500;
adam;MSE;selu;selu;192;70;0.7500;
adam;MSE;selu;hard_sigmoid;192;70;0.7500;
adam;MSLE;selu;relu;192;70;0.7500;
nadam;MSE;selu;elu;192;70;0.7500;
adamax;MSLE;tanh;relu;192;70;0.7500;
nadam;MSE;selu;relu;192;70;0.7500;
nadam;binary_crossentropy;sigmoid;tanh;192;70;0.7500;
rmsprop;MSE;relu;tanh;192;70;0.7500;
rmsprop;MSE;tanh;hard_sigmoid;192;70;0.7500;
rmsprop;MSLE;tanh;sigmoid;192;70;0.7500;
rmsprop;MSLE;tanh;hard_sigmoid;192;70;0.7500;
rmsprop;binary_crossentropy;selu;relu;192;70;0.7500;
rmsprop;binary_crossentropy;selu;sigmoid;192;70;0.7500;
rmsprop;binary_crossentropy;tanh;hard_sigmoid;192;70;0.7500;
rmsprop;poisson;relu;hard_sigmoid;192;70;0.7500;
rmsprop;poisson;tanh;sigmoid;192;70;0.7500;
adagrad;MSE;relu;sigmoid;192;70;0.7500;
adagrad;MSE;tanh;tanh;192;70;0.7500;
adagrad;MSE;tanh;sigmoid;192;70;0.7500;
adagrad;MSLE;tanh;hard_sigmoid;192;70;0.7500;
adagrad;binary_crossentropy;tanh;hard_sigmoid;192;70;0.7500;
adagrad;poisson;elu;sigmoid;192;70;0.7500;
adagrad;poisson;elu;hard_sigmoid;192;70;0.7500;
adagrad;poisson;selu;hard_sigmoid;192;70;0.7500;
adadelta;MSE;selu;hard_sigmoid;192;70;0.7500;
adadelta;MSE;tanh;hard_sigmoid;192;70;0.7500;
adadelta;binary_crossentropy;selu;hard_sigmoid;192;70;0.7500;
adadelta;poisson;selu;sigmoid;192;70;0.7500;
adadelta;poisson;tanh;hard_sigmoid;192;70;0.7500;
adam;MSE;elu;elu;192;70;0.7500;
adam;MSE;elu;sigmoid;192;70;0.7500;
adam;MSE;tanh;hard_sigmoid;192;70;0.7500;
adam;MSLE;elu;sigmoid;192;70;0.7500;
adam;MSLE;selu;hard_sigmoid;192;70;0.7500;
adam;binary_crossentropy;elu;sigmoid;192;70;0.7500;
adamax;MSE;elu;tanh;192;70;0.7500;
adamax;MSE;elu;sigmoid;192;70;0.7500;
adamax;binary_crossentropy;selu;hard_sigmoid;192;70;0.7500;
adamax;poisson;elu;sigmoid;192;70;0.7500;
adamax;poisson;elu;hard_sigmoid;192;70;0.7500;
nadam;MSE;elu;tanh;192;70;0.7500;
nadam;MSE;selu;selu;192;70;0.7500;
nadam;MSLE;elu;hard_sigmoid;192;70;0.7500;
nadam;MSLE;selu;relu;192;70;0.7500;
nadam;MSLE;relu;sigmoid;192;70;0.7500;
rmsprop;binary_crossentropy;elu;sigmoid;192;70;0.7450;
rmsprop;MSE;relu;hard_sigmoid;192;70;0.7450;
rmsprop;MSE;tanh;relu;192;70;0.7450;
rmsprop;MSLE;selu;hard_sigmoid;192;70;0.7450;
rmsprop;MSLE;relu;relu;192;70;0.7450;
rmsprop;MSLE;relu;sigmoid;192;70;0.7450;
rmsprop;binary_crossentropy;tanh;relu;192;70;0.7450;
rmsprop;poisson;elu;hard_sigmoid;192;70;0.7450;
rmsprop;poisson;relu;sigmoid;192;70;0.7450;
adagrad;MSE;elu;selu;192;70;0.7450;
adagrad;MSLE;selu;sigmoid;192;70;0.7450;
adagrad;MSLE;tanh;sigmoid;192;70;0.7450;
adagrad;binary_crossentropy;selu;sigmoid;192;70;0.7450;
adadelta;MSE;elu;sigmoid;192;70;0.7450;
adadelta;MSLE;elu;elu;192;70;0.7450;
adadelta;MSLE;elu;relu;192;70;0.7450;
adadelta;MSLE;tanh;elu;192;70;0.7450;
adadelta;MSLE;tanh;relu;192;70;0.7450;
adadelta;binary_crossentropy;selu;relu;192;70;0.7450;
adadelta;poisson;relu;sigmoid;192;70;0.7450;
adam;MSE;tanh;relu;192;70;0.7450;
adam;binary_crossentropy;selu;sigmoid;192;70;0.7450;
adam;poisson;elu;hard_sigmoid;192;70;0.7450;
adamax;MSE;elu;relu;192;70;0.7450;
adamax;MSE;elu;hard_sigmoid;192;70;0.7450;
adamax;MSE;selu;elu;192;70;0.7450;
adamax;MSE;selu;sigmoid;192;70;0.7450;
adamax;MAE;elu;selu;192;70;0.7450;
adamax;MAE;selu;selu;192;70;0.7450;
adamax;MSLE;elu;elu;192;70;0.7450;
adamax;MSLE;elu;relu;192;70;0.7450;
adamax;binary_crossentropy;tanh;sigmoid;192;70;0.7450;
nadam;MSE;tanh;relu;192;70;0.7450;
rmsprop;MSE;tanh;sigmoid;192;70;0.7450;
rmsprop;MSLE;elu;elu;192;70;0.7450;
rmsprop;MSLE;tanh;relu;192;70;0.7450;
rmsprop;binary_crossentropy;tanh;selu;192;70;0.7450;
adagrad;MSE;elu;sigmoid;192;70;0.7450;
adagrad;MSE;selu;sigmoid;192;70;0.7450;
adagrad;MSE;selu;hard_sigmoid;192;70;0.7450;
adagrad;MSE;hard_sigmoid;tanh;192;70;0.7450;
adagrad;binary_crossentropy;elu;hard_sigmoid;192;70;0.7450;
adam;MSE;selu;sigmoid;192;70;0.7450;
adam;binary_crossentropy;elu;hard_sigmoid;192;70;0.7450;
adam;poisson;relu;sigmoid;192;70;0.7450;
adamax;binary_crossentropy;tanh;elu;192;70;0.7450;
nadam;MSE;elu;selu;192;70;0.7450;
nadam;MSE;tanh;tanh;192;70;0.7450;
nadam;MSLE;selu;sigmoid;192;70;0.7450;
sgd;MSE;selu;elu;192;70;0.7400;
sgd;MSE;tanh;relu;192;70;0.7400;
rmsprop;MSE;elu;sigmoid;192;70;0.7400;
rmsprop;MSE;elu;hard_sigmoid;192;70;0.7400;
rmsprop;MSE;selu;relu;192;70;0.7400;
rmsprop;MSE;tanh;tanh;192;70;0.7400;
rmsprop;MSLE;elu;relu;192;70;0.7400;
adagrad;MSE;elu;relu;192;70;0.7400;
adagrad;MSE;selu;selu;192;70;0.7400;
adagrad;MSE;selu;relu;192;70;0.7400;
adagrad;MSLE;elu;hard_sigmoid;192;70;0.7400;
adagrad;poisson;relu;hard_sigmoid;192;70;0.7400;
adadelta;MSE;elu;tanh;192;70;0.7400;
adadelta;MSE;relu;elu;192;70;0.7400;
adadelta;MSLE;elu;sigmoid;192;70;0.7400;
adadelta;binary_crossentropy;relu;sigmoid;192;70;0.7400;
adadelta;binary_crossentropy;relu;hard_sigmoid;192;70;0.7400;
adadelta;poisson;selu;hard_sigmoid;192;70;0.7400;
adadelta;poisson;tanh;sigmoid;192;70;0.7400;
adam;MSE;elu;selu;192;70;0.7400;
adam;MSE;elu;relu;192;70;0.7400;
adam;MSE;relu;tanh;192;70;0.7400;
adam;MSE;relu;sigmoid;192;70;0.7400;
adam;MSE;tanh;tanh;192;70;0.7400;
adam;MSLE;selu;sigmoid;192;70;0.7400;
adam;MSLE;tanh;relu;192;70;0.7400;
adam;MSLE;tanh;sigmoid;192;70;0.7400;
adam;poisson;elu;sigmoid;192;70;0.7400;
adamax;MSE;selu;hard_sigmoid;192;70;0.7400;
adamax;MSLE;tanh;sigmoid;192;70;0.7400;
adamax;binary_crossentropy;elu;hard_sigmoid;192;70;0.7400;
adamax;binary_crossentropy;selu;sigmoid;192;70;0.7400;
adamax;poisson;tanh;hard_sigmoid;192;70;0.7400;
nadam;MSE;elu;relu;192;70;0.7400;
nadam;MSE;selu;sigmoid;192;70;0.7400;
nadam;MSE;selu;hard_sigmoid;192;70;0.7400;
nadam;MSE;relu;tanh;192;70;0.7400;
nadam;MSE;tanh;elu;192;70;0.7400;
nadam;MSE;hard_sigmoid;relu;192;70;0.7400;
nadam;MSLE;relu;relu;192;70;0.7400;
nadam;MSLE;relu;tanh;192;70;0.7400;
nadam;binary_crossentropy;elu;hard_sigmoid;192;70;0.7400;
nadam;poisson;tanh;sigmoid;192;70;0.7400;
rmsprop;poisson;elu;sigmoid;192;70;0.7400;
adagrad;MSE;tanh;elu;192;70;0.7400;
adagrad;MSE;tanh;selu;192;70;0.7400;
adadelta;MSE;tanh;relu;192;70;0.7400;
adadelta;MSE;tanh;tanh;192;70;0.7400;
adadelta;MSLE;relu;elu;192;70;0.7400;
adadelta;poisson;relu;hard_sigmoid;192;70;0.7400;
adamax;MSE;relu;tanh;192;70;0.7400;
adamax;poisson;selu;hard_sigmoid;192;70;0.7400;
nadam;MSE;tanh;hard_sigmoid;192;70;0.7400;
nadam;MSLE;elu;relu;192;70;0.7400;
rmsprop;MSE;selu;tanh;192;70;0.7400;
rmsprop;MSE;selu;sigmoid;192;70;0.7400;
adagrad;MSLE;elu;relu;192;70;0.7400;
adadelta;MSE;selu;tanh;192;70;0.7400;
adadelta;binary_crossentropy;tanh;elu;192;70;0.7400;
nadam;MSE;tanh;selu;192;70;0.7400;
nadam;MSLE;selu;elu;192;70;0.7400;
nadam;binary_crossentropy;selu;sigmoid;192;70;0.7400;
sgd;MSE;relu;selu;192;70;0.7350;
sgd;MSE;tanh;tanh;192;70;0.7350;
adagrad;MSE;sigmoid;selu;192;70;0.7350;
adagrad;MSLE;selu;relu;192;70;0.7350;
adagrad;poisson;selu;sigmoid;192;70;0.7350;
adadelta;binary_crossentropy;elu;elu;192;70;0.7350;
adadelta;binary_crossentropy;relu;elu;192;70;0.7350;
adam;MSE;relu;relu;192;70;0.7350;
adam;MSE;sigmoid;relu;192;70;0.7350;
adam;MSLE;relu;selu;192;70;0.7350;
adam;MSLE;relu;relu;192;70;0.7350;
adamax;binary_crossentropy;elu;relu;192;70;0.7350;
nadam;MSE;elu;sigmoid;192;70;0.7350;
nadam;MSE;hard_sigmoid;hard_sigmoid;192;70;0.7350;
nadam;MSLE;tanh;sigmoid;192;70;0.7350;
nadam;MSLE;hard_sigmoid;relu;192;70;0.7350;
nadam;poisson;elu;sigmoid;192;70;0.7350;
nadam;poisson;sigmoid;hard_sigmoid;192;70;0.7350;
nadam;poisson;hard_sigmoid;hard_sigmoid;192;70;0.7350;
adam;MSLE;elu;elu;192;70;0.7350;
nadam;MSLE;elu;elu;192;70;0.7350;
nadam;MSLE;tanh;relu;192;70;0.7350;
nadam;poisson;relu;relu;192;70;0.7350;
rmsprop;MSE;elu;tanh;192;70;0.7350;
rmsprop;MSE;relu;relu;192;70;0.7350;
rmsprop;MSLE;elu;sigmoid;192;70;0.7350;
rmsprop;binary_crossentropy;selu;selu;192;70;0.7350;
rmsprop;binary_crossentropy;selu;hard_sigmoid;192;70;0.7350;
adagrad;MSE;relu;selu;192;70;0.7350;
adagrad;MSE;relu;hard_sigmoid;192;70;0.7350;
adagrad;MSE;tanh;relu;192;70;0.7350;
adagrad;MSLE;elu;sigmoid;192;70;0.7350;
adagrad;MSLE;selu;hard_sigmoid;192;70;0.7350;
adagrad;binary_crossentropy;selu;hard_sigmoid;192;70;0.7350;
adagrad;binary_crossentropy;relu;selu;192;70;0.7350;
adagrad;binary_crossentropy;relu;sigmoid;192;70;0.7350;
adagrad;poisson;relu;sigmoid;192;70;0.7350;
adagrad;poisson;tanh;sigmoid;192;70;0.7350;
adagrad;poisson;tanh;hard_sigmoid;192;70;0.7350;
adadelta;MSE;elu;elu;192;70;0.7350;
adadelta;MSE;selu;selu;192;70;0.7350;
adadelta;MSE;selu;relu;192;70;0.7350;
adadelta;MSE;relu;hard_sigmoid;192;70;0.7350;
adadelta;MSLE;relu;sigmoid;192;70;0.7350;
adadelta;binary_crossentropy;elu;hard_sigmoid;192;70;0.7350;
adadelta;binary_crossentropy;relu;tanh;192;70;0.7350;
adam;MSE;elu;hard_sigmoid;192;70;0.7350;
adam;MSLE;elu;hard_sigmoid;192;70;0.7350;
adam;MSLE;relu;sigmoid;192;70;0.7350;
adam;binary_crossentropy;selu;hard_sigmoid;192;70;0.7350;
adam;binary_crossentropy;relu;sigmoid;192;70;0.7350;
adam;binary_crossentropy;relu;hard_sigmoid;192;70;0.7350;
adam;binary_crossentropy;tanh;elu;192;70;0.7350;
adam;binary_crossentropy;tanh;hard_sigmoid;192;70;0.7350;
adamax;MSE;elu;elu;192;70;0.7350;
adamax;MSE;selu;selu;192;70;0.7350;
adamax;MSE;selu;tanh;192;70;0.7350;
adamax;MSE;tanh;hard_sigmoid;192;70;0.7350;
adamax;MAE;selu;tanh;192;70;0.7350;
nadam;MSLE;sigmoid;elu;192;70;0.7350;
nadam;binary_crossentropy;elu;sigmoid;192;70;0.7350;
nadam;poisson;elu;hard_sigmoid;192;70;0.7350;
nadam;poisson;relu;hard_sigmoid;192;70;0.7350;
sgd;MAE;selu;tanh;192;70;0.7300;
adagrad;MSLE;tanh;relu;192;70;0.7300;
adadelta;binary_crossentropy;elu;selu;192;70;0.7300;
adadelta;binary_crossentropy;relu;selu;192;70;0.7300;
adadelta;poisson;elu;sigmoid;192;70;0.7300;
adam;MSE;selu;tanh;192;70;0.7300;
adam;MSE;tanh;selu;192;70;0.7300;
adam;binary_crossentropy;elu;relu;192;70;0.7300;
adam;poisson;tanh;sigmoid;192;70;0.7300;
adamax;MSE;elu;selu;192;70;0.7300;
nadam;binary_crossentropy;selu;elu;192;70;0.7300;
nadam;binary_crossentropy;selu;hard_sigmoid;192;70;0.7300;
sgd;MSE;elu;selu;192;70;0.7300;
rmsprop;MSE;elu;relu;192;70;0.7300;
rmsprop;MSE;selu;elu;192;70;0.7300;
rmsprop;MSE;tanh;elu;192;70;0.7300;
rmsprop;MSLE;relu;elu;192;70;0.7300;
rmsprop;binary_crossentropy;elu;tanh;192;70;0.7300;
rmsprop;binary_crossentropy;elu;hard_sigmoid;192;70;0.7300;
adagrad;MSE;elu;tanh;192;70;0.7300;
adagrad;MAE;selu;elu;192;70;0.7300;
adadelta;MSE;elu;selu;192;70;0.7300;
adadelta;MSE;tanh;elu;192;70;0.7300;
adadelta;MSLE;selu;sigmoid;192;70;0.7300;
adadelta;MSLE;relu;relu;192;70;0.7300;
adadelta;MSLE;tanh;sigmoid;192;70;0.7300;
adam;MSE;selu;relu;192;70;0.7300;
adam;MSLE;relu;elu;192;70;0.7300;
adamax;MSE;selu;relu;192;70;0.7300;
adamax;MSE;tanh;tanh;192;70;0.7300;
adamax;MSLE;selu;sigmoid;192;70;0.7300;
adamax;MSLE;tanh;elu;192;70;0.7300;
adamax;binary_crossentropy;tanh;hard_sigmoid;192;70;0.7300;
nadam;MSE;relu;sigmoid;192;70;0.7300;
nadam;binary_crossentropy;sigmoid;elu;192;70;0.7300;
nadam;poisson;selu;sigmoid;192;70;0.7300;
nadam;poisson;sigmoid;sigmoid;192;70;0.7300;
sgd;MSE;elu;tanh;192;70;0.7300;
rmsprop;MSE;hard_sigmoid;tanh;192;70;0.7300;
rmsprop;MSLE;selu;relu;192;70;0.7300;
rmsprop;binary_crossentropy;relu;sigmoid;192;70;0.7300;
adadelta;MSE;sigmoid;tanh;192;70;0.7300;
adadelta;MSLE;elu;hard_sigmoid;192;70;0.7300;
adadelta;MSLE;tanh;hard_sigmoid;192;70;0.7300;
adam;MSLE;elu;selu;192;70;0.7300;
adamax;MSE;tanh;selu;192;70;0.7300;
adamax;poisson;relu;sigmoid;192;70;0.7300;
nadam;binary_crossentropy;hard_sigmoid;elu;192;70;0.7300;
nadam;binary_crossentropy;hard_sigmoid;hard_sigmoid;192;70;0.7300;
sgd;MSE;tanh;elu;192;70;0.7250;
rmsprop;MSE;relu;sigmoid;192;70;0.7250;
rmsprop;MAE;selu;elu;192;70;0.7250;
rmsprop;MAE;tanh;selu;192;70;0.7250;
rmsprop;MSLE;relu;selu;192;70;0.7250;
rmsprop;binary_crossentropy;elu;relu;192;70;0.7250;
rmsprop;poisson;relu;relu;192;70;0.7250;
adagrad;MSE;selu;tanh;192;70;0.7250;
adagrad;MSE;relu;elu;192;70;0.7250;
adagrad;MSLE;relu;selu;192;70;0.7250;
adagrad;binary_crossentropy;relu;elu;192;70;0.7250;
adadelta;MSE;relu;selu;192;70;0.7250;
adadelta;MAE;selu;elu;192;70;0.7250;
adam;MSE;selu;elu;192;70;0.7250;
adam;MSE;tanh;elu;192;70;0.7250;
adam;MSLE;relu;tanh;192;70;0.7250;
adam;binary_crossentropy;tanh;selu;192;70;0.7250;
adamax;MAE;selu;elu;192;70;0.7250;
adamax;MSLE;elu;tanh;192;70;0.7250;
adamax;binary_crossentropy;relu;hard_sigmoid;192;70;0.7250;
adamax;binary_crossentropy;tanh;selu;192;70;0.7250;
nadam;MSE;elu;elu;192;70;0.7250;
nadam;MSE;selu;tanh;192;70;0.7250;
nadam;MSE;tanh;sigmoid;192;70;0.7250;
nadam;MSLE;relu;hard_sigmoid;192;70;0.7250;
nadam;poisson;relu;sigmoid;192;70;0.7250;
rmsprop;MSE;sigmoid;sigmoid;192;70;0.7250;
rmsprop;poisson;selu;sigmoid;192;70;0.7250;
adagrad;MSE;sigmoid;elu;192;70;0.7250;
adagrad;MSE;sigmoid;tanh;192;70;0.7250;
adagrad;MSLE;relu;relu;192;70;0.7250;
adagrad;binary_crossentropy;relu;hard_sigmoid;192;70;0.7250;
adadelta;MSE;relu;tanh;192;70;0.7250;
adadelta;MSLE;selu;relu;192;70;0.7250;
adam;MSE;relu;elu;192;70;0.7250;
adam;MSE;hard_sigmoid;elu;192;70;0.7250;
adam;MSE;hard_sigmoid;selu;192;70;0.7250;
adam;MSLE;tanh;hard_sigmoid;192;70;0.7250;
adam;MSLE;hard_sigmoid;tanh;192;70;0.7250;
adamax;MSE;relu;hard_sigmoid;192;70;0.7250;
adamax;MSLE;elu;sigmoid;192;70;0.7250;
adamax;MSLE;selu;hard_sigmoid;192;70;0.7250;
adamax;MSLE;relu;relu;192;70;0.7250;
adamax;MSLE;tanh;hard_sigmoid;192;70;0.7250;
nadam;MSE;softmax;selu;192;70;0.7250;
nadam;MSE;relu;hard_sigmoid;192;70;0.7250;
nadam;MSE;hard_sigmoid;elu;192;70;0.7250;
nadam;MSLE;hard_sigmoid;elu;192;70;0.7250;
nadam;binary_crossentropy;tanh;tanh;192;70;0.7250;
rmsprop;MSE;elu;elu;192;70;0.7250;
rmsprop;binary_crossentropy;relu;selu;192;70;0.7250;
rmsprop;binary_crossentropy;relu;tanh;192;70;0.7250;
adagrad;binary_crossentropy;relu;tanh;192;70;0.7250;
adamax;binary_crossentropy;relu;selu;192;70;0.7250;
adamax;binary_crossentropy;tanh;relu;192;70;0.7250;
nadam;MSLE;tanh;elu;192;70;0.7250;
nadam;binary_crossentropy;hard_sigmoid;tanh;192;70;0.7250;
sgd;binary_crossentropy;selu;hard_sigmoid;192;70;0.7200;
sgd;poisson;selu;hard_sigmoid;192;70;0.7200;
rmsprop;binary_crossentropy;sigmoid;relu;192;70;0.7200;
adadelta;MSE;sigmoid;selu;192;70;0.7200;
adadelta;MSE;hard_sigmoid;elu;192;70;0.7200;
adadelta;MAE;tanh;elu;192;70;0.7200;
adadelta;MSLE;selu;hard_sigmoid;192;70;0.7200;
adam;MSE;elu;tanh;192;70;0.7200;
adam;MSE;hard_sigmoid;relu;192;70;0.7200;
adam;MSLE;selu;elu;192;70;0.7200;
adam;poisson;sigmoid;sigmoid;192;70;0.7200;
adamax;MAE;elu;tanh;192;70;0.7200;
adamax;MSLE;elu;hard_sigmoid;192;70;0.7200;
adamax;MSLE;relu;selu;192;70;0.7200;
nadam;MSE;softmax;relu;192;70;0.7200;
nadam;MSE;relu;elu;192;70;0.7200;
nadam;MSE;relu;selu;192;70;0.7200;
nadam;MSE;sigmoid;relu;192;70;0.7200;
nadam;MAE;relu;elu;192;70;0.7200;
nadam;MSLE;sigmoid;sigmoid;192;70;0.7200;
nadam;binary_crossentropy;relu;elu;192;70;0.7200;
nadam;binary_crossentropy;tanh;sigmoid;192;70;0.7200;
nadam;binary_crossentropy;sigmoid;hard_sigmoid;192;70;0.7200;
nadam;binary_crossentropy;hard_sigmoid;sigmoid;192;70;0.7200;
nadam;kullback_leibler_divergence;softmax;elu;192;70;0.7200;
adam;binary_crossentropy;elu;elu;192;70;0.7200;
nadam;binary_crossentropy;elu;selu;192;70;0.7200;
sgd;MAE;tanh;selu;192;70;0.7200;
rmsprop;MSE;sigmoid;tanh;192;70;0.7200;
rmsprop;binary_crossentropy;elu;selu;192;70;0.7200;
rmsprop;binary_crossentropy;relu;hard_sigmoid;192;70;0.7200;
rmsprop;poisson;tanh;relu;192;70;0.7200;
adagrad;binary_crossentropy;tanh;tanh;192;70;0.7200;
adadelta;MSE;relu;sigmoid;192;70;0.7200;
adadelta;MAE;elu;elu;192;70;0.7200;
adadelta;MAE;selu;selu;192;70;0.7200;
adam;MSE;relu;selu;192;70;0.7200;
adam;MSLE;relu;hard_sigmoid;192;70;0.7200;
adam;poisson;selu;hard_sigmoid;192;70;0.7200;
adamax;MAE;elu;elu;192;70;0.7200;
adamax;binary_crossentropy;selu;relu;192;70;0.7200;
adamax;binary_crossentropy;relu;elu;192;70;0.7200;
adamax;binary_crossentropy;relu;sigmoid;192;70;0.7200;
nadam;MSE;elu;hard_sigmoid;192;70;0.7200;
nadam;MSE;relu;relu;192;70;0.7200;
nadam;MSLE;relu;elu;192;70;0.7200;
nadam;MSLE;tanh;selu;192;70;0.7200;
nadam;binary_crossentropy;relu;relu;192;70;0.7200;
nadam;binary_crossentropy;relu;hard_sigmoid;192;70;0.7200;
nadam;poisson;selu;hard_sigmoid;192;70;0.7200;
nadam;binary_crossentropy;relu;selu;192;70;0.7150;
nadam;binary_crossentropy;relu;tanh;192;70;0.7150;
rmsprop;binary_crossentropy;elu;elu;192;70;0.7150;
rmsprop;binary_crossentropy;tanh;tanh;192;70;0.7150;
adagrad;MSE;selu;elu;192;70;0.7150;
adagrad;binary_crossentropy;elu;elu;192;70;0.7150;
adagrad;binary_crossentropy;elu;relu;192;70;0.7150;
adadelta;MSE;relu;relu;192;70;0.7150;
adadelta;MSLE;relu;tanh;192;70;0.7150;
adam;MSE;relu;hard_sigmoid;192;70;0.7150;
adam;MSLE;tanh;elu;192;70;0.7150;
adam;poisson;tanh;hard_sigmoid;192;70;0.7150;
adamax;MSE;relu;elu;192;70;0.7150;
adamax;MSE;relu;relu;192;70;0.7150;
adamax;binary_crossentropy;relu;tanh;192;70;0.7150;
nadam;binary_crossentropy;tanh;elu;192;70;0.7150;
sgd;MSE;elu;elu;192;70;0.7150;
sgd;MSE;elu;relu;192;70;0.7150;
sgd;MSE;selu;selu;192;70;0.7150;
sgd;MAE;elu;tanh;192;70;0.7150;
sgd;poisson;selu;sigmoid;192;70;0.7150;
rmsprop;MSE;hard_sigmoid;selu;192;70;0.7150;
rmsprop;MSE;hard_sigmoid;sigmoid;192;70;0.7150;
rmsprop;MAE;hard_sigmoid;tanh;192;70;0.7150;
rmsprop;MSLE;selu;elu;192;70;0.7150;
rmsprop;MSLE;relu;hard_sigmoid;192;70;0.7150;
rmsprop;MSLE;hard_sigmoid;tanh;192;70;0.7150;
rmsprop;binary_crossentropy;hard_sigmoid;relu;192;70;0.7150;
rmsprop;poisson;sigmoid;sigmoid;192;70;0.7150;
adagrad;MSE;elu;elu;192;70;0.7150;
adagrad;MAE;elu;elu;192;70;0.7150;
adagrad;binary_crossentropy;sigmoid;selu;192;70;0.7150;
adagrad;poisson;sigmoid;sigmoid;192;70;0.7150;
adadelta;MAE;selu;tanh;192;70;0.7150;
adadelta;binary_crossentropy;elu;relu;192;70;0.7150;
adadelta;binary_crossentropy;tanh;relu;192;70;0.7150;
adam;MSE;sigmoid;elu;192;70;0.7150;
adam;MAE;selu;elu;192;70;0.7150;
adam;MAE;selu;selu;192;70;0.7150;
adam;MAE;sigmoid;tanh;192;70;0.7150;
adam;binary_crossentropy;relu;elu;192;70;0.7150;
adam;binary_crossentropy;sigmoid;elu;192;70;0.7150;
adamax;MSE;hard_sigmoid;tanh;192;70;0.7150;
adamax;MSLE;relu;elu;192;70;0.7150;
adamax;binary_crossentropy;elu;sigmoid;192;70;0.7150;
adamax;poisson;relu;hard_sigmoid;192;70;0.7150;
nadam;MSE;softmax;elu;192;70;0.7150;
nadam;MSE;sigmoid;elu;192;70;0.7150;
nadam;MSE;sigmoid;selu;192;70;0.7150;
nadam;MSE;sigmoid;hard_sigmoid;192;70;0.7150;
nadam;MSE;hard_sigmoid;selu;192;70;0.7150;
nadam;MSE;hard_sigmoid;tanh;192;70;0.7150;
nadam;MSE;hard_sigmoid;sigmoid;192;70;0.7150;
nadam;MAE;relu;relu;192;70;0.7150;
nadam;MSLE;sigmoid;tanh;192;70;0.7150;
nadam;binary_crossentropy;sigmoid;sigmoid;192;70;0.7150;
sgd;MSLE;elu;relu;192;70;0.7100;
adagrad;MAE;relu;relu;192;70;0.7100;
