optimizer;loss;activation_layer_1;activation_layer_2;batch_size;epochs;accuracy;
nadam;MAPE;hard_sigmoid;tanh;192;70;0.6950;
nadam;MAPE;hard_sigmoid;sigmoid;192;70;0.6950;
nadam;MAPE;hard_sigmoid;hard_sigmoid;192;70;0.6950;
nadam;MSLE;softmax;elu;192;70;0.6950;
nadam;MSLE;softmax;selu;192;70;0.6950;
nadam;MSLE;softmax;relu;192;70;0.6950;
nadam;MSLE;softmax;tanh;192;70;0.6950;
nadam;MSLE;softmax;sigmoid;192;70;0.6950;
nadam;MSLE;softmax;hard_sigmoid;192;70;0.6950;
nadam;MSLE;sigmoid;hard_sigmoid;192;70;0.6950;
nadam;MSLE;hard_sigmoid;hard_sigmoid;192;70;0.6950;
nadam;binary_crossentropy;softmax;elu;192;70;0.6950;
nadam;binary_crossentropy;softmax;selu;192;70;0.6950;
nadam;binary_crossentropy;softmax;relu;192;70;0.6950;
nadam;binary_crossentropy;softmax;tanh;192;70;0.6950;
nadam;binary_crossentropy;softmax;sigmoid;192;70;0.6950;
nadam;binary_crossentropy;softmax;hard_sigmoid;192;70;0.6950;
nadam;binary_crossentropy;tanh;relu;192;70;0.6950;
nadam;binary_crossentropy;sigmoid;relu;192;70;0.6950;
nadam;binary_crossentropy;hard_sigmoid;relu;192;70;0.6950;
nadam;kullback_leibler_divergence;softmax;relu;192;70;0.6950;
nadam;poisson;softmax;elu;192;70;0.6950;
nadam;poisson;softmax;selu;192;70;0.6950;
nadam;poisson;softmax;relu;192;70;0.6950;
nadam;poisson;softmax;hard_sigmoid;192;70;0.6950;
adagrad;binary_crossentropy;tanh;selu;192;70;0.6950;
adadelta;kullback_leibler_divergence;softmax;elu;192;70;0.6950;
nadam;binary_crossentropy;elu;elu;192;70;0.6950;
sgd;MSE;selu;relu;192;70;0.6900;
sgd;MSE;selu;hard_sigmoid;192;70;0.6900;
sgd;MSLE;elu;sigmoid;192;70;0.6900;
sgd;MSLE;selu;tanh;192;70;0.6900;
sgd;MSLE;relu;tanh;192;70;0.6900;
sgd;poisson;elu;hard_sigmoid;192;70;0.6900;
sgd;poisson;relu;hard_sigmoid;192;70;0.6900;
rmsprop;MAE;elu;relu;192;70;0.6900;
rmsprop;binary_crossentropy;sigmoid;selu;192;70;0.6900;
adagrad;MSLE;sigmoid;tanh;192;70;0.6900;
adagrad;MSLE;hard_sigmoid;tanh;192;70;0.6900;
adadelta;MAE;elu;relu;192;70;0.6900;
adadelta;MSLE;tanh;selu;192;70;0.6900;
adamax;MSLE;sigmoid;elu;192;70;0.6900;
adamax;poisson;relu;elu;192;70;0.6900;
nadam;poisson;softmax;sigmoid;192;70;0.6900;
adadelta;MSLE;elu;selu;192;70;0.6900;
sgd;MSE;relu;elu;192;70;0.6900;
sgd;poisson;elu;relu;192;70;0.6900;
adagrad;binary_crossentropy;selu;selu;192;70;0.6900;
adam;binary_crossentropy;relu;selu;192;70;0.6900;
adam;poisson;tanh;relu;192;70;0.6900;
nadam;MSLE;tanh;tanh;192;70;0.6900;
rmsprop;binary_crossentropy;selu;elu;192;70;0.6850;
rmsprop;poisson;elu;relu;192;70;0.6850;
sgd;MSE;relu;relu;192;70;0.6850;
sgd;MSLE;tanh;hard_sigmoid;192;70;0.6850;
sgd;binary_crossentropy;relu;elu;192;70;0.6850;
rmsprop;MSLE;elu;tanh;192;70;0.6850;
rmsprop;binary_crossentropy;hard_sigmoid;selu;192;70;0.6850;
adagrad;MAE;selu;relu;192;70;0.6850;
adagrad;MSLE;tanh;elu;192;70;0.6850;
adagrad;MSLE;hard_sigmoid;selu;192;70;0.6850;
nadam;kullback_leibler_divergence;softmax;selu;192;70;0.6850;
adagrad;MSLE;selu;tanh;192;70;0.6800;
adadelta;MSLE;selu;elu;192;70;0.6800;
adamax;binary_crossentropy;elu;tanh;192;70;0.6800;
rmsprop;binary_crossentropy;relu;relu;192;70;0.6800;
adamax;binary_crossentropy;tanh;tanh;192;70;0.6800;
nadam;binary_crossentropy;hard_sigmoid;selu;192;70;0.6800;
adagrad;binary_crossentropy;selu;relu;192;70;0.6800;
sgd;MSE;selu;sigmoid;192;70;0.6750;
adagrad;binary_crossentropy;elu;selu;192;70;0.6750;
adadelta;binary_crossentropy;relu;relu;192;70;0.6750;
adam;MAE;relu;relu;192;70;0.6750;
adam;binary_crossentropy;selu;relu;192;70;0.6750;
adamax;binary_crossentropy;selu;elu;192;70;0.6750;
rmsprop;MSLE;tanh;selu;192;70;0.6750;
adagrad;binary_crossentropy;tanh;relu;192;70;0.6750;
adadelta;MSLE;elu;tanh;192;70;0.6750;
adam;binary_crossentropy;tanh;tanh;192;70;0.6750;
nadam;MSLE;elu;tanh;192;70;0.6750;
nadam;MSLE;selu;tanh;192;70;0.6750;
adam;binary_crossentropy;selu;selu;192;70;0.6700;
adamax;MSLE;elu;selu;192;70;0.6700;
adamax;MSLE;selu;elu;192;70;0.6700;
rmsprop;binary_crossentropy;selu;tanh;192;70;0.6700;
adagrad;MSLE;tanh;tanh;192;70;0.6700;
adamax;binary_crossentropy;elu;selu;192;70;0.6700;
sgd;poisson;tanh;hard_sigmoid;192;70;0.6700;
rmsprop;MSLE;elu;selu;192;70;0.6700;
adadelta;MSLE;sigmoid;selu;192;70;0.6700;
adam;MSLE;elu;tanh;192;70;0.6700;
adamax;binary_crossentropy;relu;relu;192;70;0.6700;
adagrad;MSLE;selu;elu;192;70;0.6650;
adagrad;MSLE;selu;selu;192;70;0.6650;
adadelta;binary_crossentropy;selu;tanh;192;70;0.6650;
adadelta;binary_crossentropy;tanh;selu;192;70;0.6650;
adadelta;poisson;elu;relu;192;70;0.6650;
adadelta;kullback_leibler_divergence;softmax;selu;192;70;0.6650;
adamax;MSLE;sigmoid;tanh;192;70;0.6650;
nadam;binary_crossentropy;elu;tanh;192;70;0.6650;
adam;binary_crossentropy;relu;tanh;192;70;0.6650;
adadelta;MSLE;sigmoid;tanh;192;70;0.6600;
adamax;poisson;relu;relu;192;70;0.6600;
adam;binary_crossentropy;elu;selu;192;70;0.6600;
adam;binary_crossentropy;relu;relu;192;70;0.6600;
rmsprop;MSLE;tanh;tanh;192;70;0.6550;
adamax;binary_crossentropy;elu;elu;192;70;0.6550;
adagrad;binary_crossentropy;elu;tanh;192;70;0.6550;
nadam;MSLE;hard_sigmoid;tanh;192;70;0.6550;
nadam;binary_crossentropy;sigmoid;selu;192;70;0.6550;
nadam;poisson;selu;relu;192;70;0.6550;
adadelta;poisson;tanh;relu;192;70;0.6500;
adam;MSLE;tanh;selu;192;70;0.6500;
sgd;MSLE;tanh;tanh;192;70;0.6500;
adamax;MSLE;selu;tanh;192;70;0.6450;
adamax;binary_crossentropy;selu;tanh;192;70;0.6450;
adadelta;binary_crossentropy;selu;selu;192;70;0.6450;
nadam;binary_crossentropy;elu;relu;192;70;0.6450;
adadelta;binary_crossentropy;sigmoid;tanh;192;70;0.6450;
nadam;MSLE;selu;selu;192;70;0.6450;
rmsprop;poisson;sigmoid;relu;192;70;0.6400;
rmsprop;MSLE;selu;tanh;192;70;0.6350;
adamax;poisson;tanh;relu;192;70;0.6350;
nadam;binary_crossentropy;tanh;selu;192;70;0.6350;
adam;binary_crossentropy;selu;tanh;192;70;0.6300;
adam;poisson;relu;relu;192;70;0.6300;
nadam;poisson;sigmoid;tanh;192;70;0.6300;
adagrad;MSLE;tanh;selu;192;70;0.6300;
sgd;binary_crossentropy;tanh;tanh;192;70;0.6300;
adagrad;binary_crossentropy;tanh;elu;192;70;0.6300;
adam;MSLE;tanh;tanh;192;70;0.6250;
adamax;poisson;sigmoid;elu;192;70;0.6200;
adam;binary_crossentropy;tanh;relu;192;70;0.6200;
nadam;binary_crossentropy;selu;selu;192;70;0.6200;
rmsprop;MSLE;hard_sigmoid;selu;192;70;0.6150;
adagrad;binary_crossentropy;selu;tanh;192;70;0.6100;
adagrad;poisson;selu;relu;192;70;0.6100;
adam;MSLE;selu;selu;192;70;0.6050;
rmsprop;poisson;hard_sigmoid;relu;192;70;0.6050;
adam;poisson;elu;relu;192;70;0.5950;
adagrad;binary_crossentropy;hard_sigmoid;tanh;192;70;0.5900;
rmsprop;MSLE;sigmoid;selu;192;70;0.5800;
adadelta;poisson;selu;relu;192;70;0.5800;
adamax;MSLE;tanh;selu;192;70;0.5750;
adadelta;MSLE;hard_sigmoid;selu;192;70;0.5650;
adam;MSLE;sigmoid;selu;192;70;0.5600;
nadam;poisson;tanh;relu;192;70;0.5600;
sgd;MSLE;elu;selu;192;70;0.5600;
adam;MSLE;selu;tanh;192;70;0.5550;
nadam;MSLE;hard_sigmoid;selu;192;70;0.5450;
adam;poisson;selu;relu;192;70;0.5450;
adamax;poisson;selu;relu;192;70;0.5450;
adadelta;MSLE;selu;tanh;192;70;0.5400;
adadelta;MSLE;selu;selu;192;70;0.5350;
adamax;poisson;sigmoid;relu;192;70;0.5300;
adagrad;poisson;sigmoid;relu;192;70;0.5250;
adadelta;binary_crossentropy;hard_sigmoid;tanh;192;70;0.5250;
rmsprop;binary_crossentropy;hard_sigmoid;tanh;192;70;0.5000;
rmsprop;MSLE;selu;selu;192;70;0.4850;
adamax;binary_crossentropy;sigmoid;tanh;192;70;0.4850;
sgd;poisson;hard_sigmoid;relu;192;70;0.4800;
adam;binary_crossentropy;sigmoid;tanh;192;70;0.4750;
adamax;MSLE;hard_sigmoid;selu;192;70;0.4600;
adam;kullback_leibler_divergence;softmax;tanh;192;70;0.4500;
adagrad;poisson;elu;relu;192;70;0.4450;
adagrad;MSLE;sigmoid;selu;192;70;0.4250;
adam;MSLE;hard_sigmoid;selu;192;70;0.4250;
adamax;poisson;relu;selu;192;70;0.4200;
sgd;MSLE;sigmoid;selu;192;70;0.4100;
adamax;MSLE;selu;selu;192;70;0.4100;
sgd;poisson;sigmoid;relu;192;70;0.4050;
adamax;poisson;elu;elu;192;70;0.3850;
adamax;poisson;elu;relu;192;70;0.3750;
adadelta;poisson;sigmoid;relu;192;70;0.3700;
adam;binary_crossentropy;hard_sigmoid;tanh;192;70;0.3650;
nadam;poisson;hard_sigmoid;relu;192;70;0.3650;
adagrad;poisson;hard_sigmoid;relu;192;70;0.3550;
sgd;MSLE;tanh;selu;192;70;0.3550;
adam;binary_crossentropy;hard_sigmoid;relu;192;70;0.3350;
adam;poisson;hard_sigmoid;relu;192;70;0.3300;
adadelta;kullback_leibler_divergence;softmax;relu;192;70;0.3250;
adadelta;poisson;hard_sigmoid;relu;192;70;0.3250;
nadam;poisson;sigmoid;relu;192;70;0.3250;
adamax;kullback_leibler_divergence;relu;tanh;192;70;0.3200;
nadam;poisson;elu;relu;192;70;0.3200;
sgd;poisson;selu;relu;192;70;0.3200;
adam;poisson;sigmoid;relu;192;70;0.3100;
adamax;kullback_leibler_divergence;elu;tanh;192;70;0.3100;
adamax;poisson;hard_sigmoid;relu;192;70;0.3100;
sgd;MSE;softmax;softmax;192;70;0.3050;
sgd;MSE;elu;softmax;192;70;0.3050;
sgd;MSE;selu;softmax;192;70;0.3050;
sgd;MSE;relu;softmax;192;70;0.3050;
sgd;MSE;tanh;softmax;192;70;0.3050;
sgd;MSE;sigmoid;softmax;192;70;0.3050;
sgd;MSE;hard_sigmoid;softmax;192;70;0.3050;
sgd;MAE;softmax;softmax;192;70;0.3050;
sgd;MAE;elu;softmax;192;70;0.3050;
sgd;MAE;selu;softmax;192;70;0.3050;
sgd;MAE;relu;softmax;192;70;0.3050;
sgd;MAE;tanh;softmax;192;70;0.3050;
sgd;MAE;sigmoid;softmax;192;70;0.3050;
sgd;MAE;hard_sigmoid;softmax;192;70;0.3050;
sgd;MAPE;softmax;softmax;192;70;0.3050;
sgd;MAPE;elu;softmax;192;70;0.3050;
sgd;MAPE;elu;tanh;192;70;0.3050;
sgd;MAPE;selu;softmax;192;70;0.3050;
sgd;MAPE;selu;sigmoid;192;70;0.3050;
sgd;MAPE;selu;hard_sigmoid;192;70;0.3050;
sgd;MAPE;relu;softmax;192;70;0.3050;
sgd;MAPE;tanh;softmax;192;70;0.3050;
sgd;MAPE;tanh;tanh;192;70;0.3050;
sgd;MAPE;sigmoid;softmax;192;70;0.3050;
sgd;MAPE;sigmoid;tanh;192;70;0.3050;
sgd;MAPE;hard_sigmoid;softmax;192;70;0.3050;
sgd;MAPE;hard_sigmoid;tanh;192;70;0.3050;
sgd;MSLE;softmax;softmax;192;70;0.3050;
sgd;MSLE;elu;softmax;192;70;0.3050;
sgd;MSLE;selu;softmax;192;70;0.3050;
sgd;MSLE;relu;softmax;192;70;0.3050;
sgd;MSLE;tanh;softmax;192;70;0.3050;
sgd;MSLE;sigmoid;softmax;192;70;0.3050;
sgd;MSLE;hard_sigmoid;softmax;192;70;0.3050;
sgd;squared_hinge;softmax;softmax;192;70;0.3050;
sgd;squared_hinge;softmax;elu;192;70;0.3050;
sgd;squared_hinge;softmax;selu;192;70;0.3050;
sgd;squared_hinge;softmax;relu;192;70;0.3050;
sgd;squared_hinge;softmax;tanh;192;70;0.3050;
sgd;squared_hinge;softmax;sigmoid;192;70;0.3050;
sgd;squared_hinge;softmax;hard_sigmoid;192;70;0.3050;
sgd;squared_hinge;elu;softmax;192;70;0.3050;
sgd;squared_hinge;elu;tanh;192;70;0.3050;
sgd;squared_hinge;elu;sigmoid;192;70;0.3050;
sgd;squared_hinge;elu;hard_sigmoid;192;70;0.3050;
sgd;squared_hinge;selu;softmax;192;70;0.3050;
sgd;squared_hinge;selu;tanh;192;70;0.3050;
sgd;squared_hinge;selu;sigmoid;192;70;0.3050;
sgd;squared_hinge;selu;hard_sigmoid;192;70;0.3050;
sgd;squared_hinge;relu;softmax;192;70;0.3050;
sgd;squared_hinge;relu;tanh;192;70;0.3050;
sgd;squared_hinge;relu;sigmoid;192;70;0.3050;
sgd;squared_hinge;relu;hard_sigmoid;192;70;0.3050;
sgd;squared_hinge;tanh;softmax;192;70;0.3050;
sgd;squared_hinge;tanh;tanh;192;70;0.3050;
sgd;squared_hinge;tanh;sigmoid;192;70;0.3050;
sgd;squared_hinge;tanh;hard_sigmoid;192;70;0.3050;
sgd;squared_hinge;sigmoid;softmax;192;70;0.3050;
sgd;squared_hinge;sigmoid;tanh;192;70;0.3050;
sgd;squared_hinge;sigmoid;sigmoid;192;70;0.3050;
sgd;squared_hinge;sigmoid;hard_sigmoid;192;70;0.3050;
sgd;squared_hinge;hard_sigmoid;softmax;192;70;0.3050;
sgd;squared_hinge;hard_sigmoid;tanh;192;70;0.3050;
sgd;squared_hinge;hard_sigmoid;sigmoid;192;70;0.3050;
sgd;squared_hinge;hard_sigmoid;hard_sigmoid;192;70;0.3050;
sgd;hinge;softmax;softmax;192;70;0.3050;
sgd;hinge;softmax;elu;192;70;0.3050;
sgd;hinge;softmax;selu;192;70;0.3050;
sgd;hinge;softmax;relu;192;70;0.3050;
sgd;hinge;softmax;tanh;192;70;0.3050;
sgd;hinge;softmax;sigmoid;192;70;0.3050;
sgd;hinge;softmax;hard_sigmoid;192;70;0.3050;
sgd;hinge;elu;softmax;192;70;0.3050;
sgd;hinge;elu;tanh;192;70;0.3050;
sgd;hinge;elu;sigmoid;192;70;0.3050;
sgd;hinge;elu;hard_sigmoid;192;70;0.3050;
sgd;hinge;selu;softmax;192;70;0.3050;
sgd;hinge;selu;tanh;192;70;0.3050;
sgd;hinge;selu;sigmoid;192;70;0.3050;
sgd;hinge;selu;hard_sigmoid;192;70;0.3050;
sgd;hinge;relu;softmax;192;70;0.3050;
sgd;hinge;relu;tanh;192;70;0.3050;
sgd;hinge;relu;sigmoid;192;70;0.3050;
sgd;hinge;relu;hard_sigmoid;192;70;0.3050;
sgd;hinge;tanh;softmax;192;70;0.3050;
sgd;hinge;tanh;tanh;192;70;0.3050;
sgd;hinge;tanh;sigmoid;192;70;0.3050;
sgd;hinge;tanh;hard_sigmoid;192;70;0.3050;
sgd;hinge;sigmoid;softmax;192;70;0.3050;
sgd;hinge;sigmoid;tanh;192;70;0.3050;
sgd;hinge;sigmoid;sigmoid;192;70;0.3050;
sgd;hinge;sigmoid;hard_sigmoid;192;70;0.3050;
sgd;hinge;hard_sigmoid;softmax;192;70;0.3050;
sgd;hinge;hard_sigmoid;tanh;192;70;0.3050;
sgd;hinge;hard_sigmoid;sigmoid;192;70;0.3050;
sgd;hinge;hard_sigmoid;hard_sigmoid;192;70;0.3050;
sgd;binary_crossentropy;softmax;softmax;192;70;0.3050;
sgd;binary_crossentropy;elu;softmax;192;70;0.3050;
sgd;binary_crossentropy;selu;softmax;192;70;0.3050;
sgd;binary_crossentropy;relu;softmax;192;70;0.3050;
sgd;binary_crossentropy;tanh;softmax;192;70;0.3050;
sgd;binary_crossentropy;sigmoid;softmax;192;70;0.3050;
sgd;binary_crossentropy;hard_sigmoid;softmax;192;70;0.3050;
sgd;binary_crossentropy;hard_sigmoid;tanh;192;70;0.3050;
sgd;kullback_leibler_divergence;softmax;softmax;192;70;0.3050;
sgd;kullback_leibler_divergence;softmax;elu;192;70;0.3050;
sgd;kullback_leibler_divergence;softmax;selu;192;70;0.3050;
sgd;kullback_leibler_divergence;softmax;relu;192;70;0.3050;
sgd;kullback_leibler_divergence;softmax;tanh;192;70;0.3050;
sgd;kullback_leibler_divergence;softmax;sigmoid;192;70;0.3050;
sgd;kullback_leibler_divergence;softmax;hard_sigmoid;192;70;0.3050;
sgd;kullback_leibler_divergence;elu;softmax;192;70;0.3050;
sgd;kullback_leibler_divergence;elu;tanh;192;70;0.3050;
sgd;kullback_leibler_divergence;elu;sigmoid;192;70;0.3050;
sgd;kullback_leibler_divergence;elu;hard_sigmoid;192;70;0.3050;
sgd;kullback_leibler_divergence;selu;softmax;192;70;0.3050;
sgd;kullback_leibler_divergence;selu;tanh;192;70;0.3050;
sgd;kullback_leibler_divergence;selu;sigmoid;192;70;0.3050;
sgd;kullback_leibler_divergence;selu;hard_sigmoid;192;70;0.3050;
sgd;kullback_leibler_divergence;relu;softmax;192;70;0.3050;
sgd;kullback_leibler_divergence;relu;tanh;192;70;0.3050;
sgd;kullback_leibler_divergence;relu;sigmoid;192;70;0.3050;
sgd;kullback_leibler_divergence;relu;hard_sigmoid;192;70;0.3050;
sgd;kullback_leibler_divergence;tanh;softmax;192;70;0.3050;
sgd;kullback_leibler_divergence;tanh;tanh;192;70;0.3050;
sgd;kullback_leibler_divergence;tanh;sigmoid;192;70;0.3050;
sgd;kullback_leibler_divergence;tanh;hard_sigmoid;192;70;0.3050;
sgd;kullback_leibler_divergence;sigmoid;softmax;192;70;0.3050;
sgd;kullback_leibler_divergence;sigmoid;tanh;192;70;0.3050;
sgd;kullback_leibler_divergence;sigmoid;sigmoid;192;70;0.3050;
sgd;kullback_leibler_divergence;sigmoid;hard_sigmoid;192;70;0.3050;
sgd;kullback_leibler_divergence;hard_sigmoid;softmax;192;70;0.3050;
sgd;kullback_leibler_divergence;hard_sigmoid;tanh;192;70;0.3050;
sgd;kullback_leibler_divergence;hard_sigmoid;sigmoid;192;70;0.3050;
sgd;kullback_leibler_divergence;hard_sigmoid;hard_sigmoid;192;70;0.3050;
sgd;poisson;softmax;softmax;192;70;0.3050;
sgd;poisson;elu;softmax;192;70;0.3050;
sgd;poisson;selu;softmax;192;70;0.3050;
sgd;poisson;relu;softmax;192;70;0.3050;
sgd;poisson;tanh;softmax;192;70;0.3050;
sgd;poisson;tanh;tanh;192;70;0.3050;
sgd;poisson;sigmoid;softmax;192;70;0.3050;
sgd;poisson;hard_sigmoid;softmax;192;70;0.3050;
rmsprop;MSE;softmax;softmax;192;70;0.3050;
rmsprop;MSE;elu;softmax;192;70;0.3050;
rmsprop;MSE;selu;softmax;192;70;0.3050;
rmsprop;MSE;relu;softmax;192;70;0.3050;
rmsprop;MSE;tanh;softmax;192;70;0.3050;
rmsprop;MSE;sigmoid;softmax;192;70;0.3050;
rmsprop;MSE;hard_sigmoid;softmax;192;70;0.3050;
rmsprop;MAE;softmax;softmax;192;70;0.3050;
rmsprop;MAE;elu;softmax;192;70;0.3050;
rmsprop;MAE;selu;softmax;192;70;0.3050;
rmsprop;MAE;relu;softmax;192;70;0.3050;
rmsprop;MAE;tanh;softmax;192;70;0.3050;
rmsprop;MAE;sigmoid;softmax;192;70;0.3050;
rmsprop;MAE;hard_sigmoid;softmax;192;70;0.3050;
rmsprop;MAPE;softmax;softmax;192;70;0.3050;
rmsprop;MAPE;elu;softmax;192;70;0.3050;
rmsprop;MAPE;selu;softmax;192;70;0.3050;
rmsprop;MAPE;relu;softmax;192;70;0.3050;
rmsprop;MAPE;tanh;softmax;192;70;0.3050;
rmsprop;MAPE;sigmoid;softmax;192;70;0.3050;
rmsprop;MAPE;hard_sigmoid;softmax;192;70;0.3050;
rmsprop;MSLE;softmax;softmax;192;70;0.3050;
rmsprop;MSLE;elu;softmax;192;70;0.3050;
rmsprop;MSLE;selu;softmax;192;70;0.3050;
rmsprop;MSLE;relu;softmax;192;70;0.3050;
rmsprop;MSLE;tanh;softmax;192;70;0.3050;
rmsprop;MSLE;sigmoid;softmax;192;70;0.3050;
rmsprop;MSLE;hard_sigmoid;softmax;192;70;0.3050;
rmsprop;squared_hinge;softmax;softmax;192;70;0.3050;
rmsprop;squared_hinge;softmax;elu;192;70;0.3050;
rmsprop;squared_hinge;softmax;selu;192;70;0.3050;
rmsprop;squared_hinge;softmax;relu;192;70;0.3050;
rmsprop;squared_hinge;softmax;tanh;192;70;0.3050;
rmsprop;squared_hinge;softmax;sigmoid;192;70;0.3050;
rmsprop;squared_hinge;softmax;hard_sigmoid;192;70;0.3050;
rmsprop;squared_hinge;elu;softmax;192;70;0.3050;
rmsprop;squared_hinge;elu;tanh;192;70;0.3050;
rmsprop;squared_hinge;elu;sigmoid;192;70;0.3050;
rmsprop;squared_hinge;elu;hard_sigmoid;192;70;0.3050;
rmsprop;squared_hinge;selu;softmax;192;70;0.3050;
rmsprop;squared_hinge;selu;tanh;192;70;0.3050;
rmsprop;squared_hinge;selu;sigmoid;192;70;0.3050;
rmsprop;squared_hinge;selu;hard_sigmoid;192;70;0.3050;
rmsprop;squared_hinge;relu;softmax;192;70;0.3050;
rmsprop;squared_hinge;relu;tanh;192;70;0.3050;
rmsprop;squared_hinge;relu;sigmoid;192;70;0.3050;
rmsprop;squared_hinge;relu;hard_sigmoid;192;70;0.3050;
rmsprop;squared_hinge;tanh;softmax;192;70;0.3050;
rmsprop;squared_hinge;tanh;tanh;192;70;0.3050;
rmsprop;squared_hinge;tanh;sigmoid;192;70;0.3050;
rmsprop;squared_hinge;tanh;hard_sigmoid;192;70;0.3050;
rmsprop;squared_hinge;sigmoid;softmax;192;70;0.3050;
rmsprop;squared_hinge;sigmoid;tanh;192;70;0.3050;
rmsprop;squared_hinge;sigmoid;sigmoid;192;70;0.3050;
rmsprop;squared_hinge;sigmoid;hard_sigmoid;192;70;0.3050;
rmsprop;squared_hinge;hard_sigmoid;softmax;192;70;0.3050;
rmsprop;squared_hinge;hard_sigmoid;tanh;192;70;0.3050;
rmsprop;squared_hinge;hard_sigmoid;sigmoid;192;70;0.3050;
rmsprop;squared_hinge;hard_sigmoid;hard_sigmoid;192;70;0.3050;
rmsprop;hinge;softmax;softmax;192;70;0.3050;
rmsprop;hinge;softmax;elu;192;70;0.3050;
rmsprop;hinge;softmax;selu;192;70;0.3050;
rmsprop;hinge;softmax;relu;192;70;0.3050;
rmsprop;hinge;softmax;tanh;192;70;0.3050;
rmsprop;hinge;softmax;sigmoid;192;70;0.3050;
rmsprop;hinge;softmax;hard_sigmoid;192;70;0.3050;
rmsprop;hinge;elu;softmax;192;70;0.3050;
rmsprop;hinge;elu;tanh;192;70;0.3050;
rmsprop;hinge;elu;sigmoid;192;70;0.3050;
rmsprop;hinge;elu;hard_sigmoid;192;70;0.3050;
rmsprop;hinge;selu;softmax;192;70;0.3050;
rmsprop;hinge;selu;tanh;192;70;0.3050;
rmsprop;hinge;selu;sigmoid;192;70;0.3050;
rmsprop;hinge;selu;hard_sigmoid;192;70;0.3050;
rmsprop;hinge;relu;softmax;192;70;0.3050;
rmsprop;hinge;relu;tanh;192;70;0.3050;
rmsprop;hinge;relu;sigmoid;192;70;0.3050;
rmsprop;hinge;relu;hard_sigmoid;192;70;0.3050;
rmsprop;hinge;tanh;softmax;192;70;0.3050;
rmsprop;hinge;tanh;tanh;192;70;0.3050;
rmsprop;hinge;tanh;sigmoid;192;70;0.3050;
rmsprop;hinge;tanh;hard_sigmoid;192;70;0.3050;
rmsprop;hinge;sigmoid;softmax;192;70;0.3050;
rmsprop;hinge;sigmoid;tanh;192;70;0.3050;
rmsprop;hinge;sigmoid;sigmoid;192;70;0.3050;
rmsprop;hinge;sigmoid;hard_sigmoid;192;70;0.3050;
rmsprop;hinge;hard_sigmoid;softmax;192;70;0.3050;
rmsprop;hinge;hard_sigmoid;tanh;192;70;0.3050;
rmsprop;hinge;hard_sigmoid;sigmoid;192;70;0.3050;
rmsprop;hinge;hard_sigmoid;hard_sigmoid;192;70;0.3050;
rmsprop;binary_crossentropy;softmax;softmax;192;70;0.3050;
rmsprop;binary_crossentropy;elu;softmax;192;70;0.3050;
rmsprop;binary_crossentropy;selu;softmax;192;70;0.3050;
rmsprop;binary_crossentropy;relu;softmax;192;70;0.3050;
rmsprop;binary_crossentropy;tanh;softmax;192;70;0.3050;
rmsprop;binary_crossentropy;sigmoid;softmax;192;70;0.3050;
rmsprop;binary_crossentropy;hard_sigmoid;softmax;192;70;0.3050;
rmsprop;kullback_leibler_divergence;softmax;softmax;192;70;0.3050;
rmsprop;kullback_leibler_divergence;softmax;elu;192;70;0.3050;
rmsprop;kullback_leibler_divergence;softmax;selu;192;70;0.3050;
rmsprop;kullback_leibler_divergence;softmax;relu;192;70;0.3050;
rmsprop;kullback_leibler_divergence;softmax;tanh;192;70;0.3050;
rmsprop;kullback_leibler_divergence;softmax;sigmoid;192;70;0.3050;
rmsprop;kullback_leibler_divergence;softmax;hard_sigmoid;192;70;0.3050;
rmsprop;kullback_leibler_divergence;elu;softmax;192;70;0.3050;
rmsprop;kullback_leibler_divergence;elu;tanh;192;70;0.3050;
rmsprop;kullback_leibler_divergence;elu;sigmoid;192;70;0.3050;
rmsprop;kullback_leibler_divergence;elu;hard_sigmoid;192;70;0.3050;
rmsprop;kullback_leibler_divergence;selu;softmax;192;70;0.3050;
rmsprop;kullback_leibler_divergence;selu;tanh;192;70;0.3050;
rmsprop;kullback_leibler_divergence;selu;sigmoid;192;70;0.3050;
rmsprop;kullback_leibler_divergence;selu;hard_sigmoid;192;70;0.3050;
rmsprop;kullback_leibler_divergence;relu;softmax;192;70;0.3050;
rmsprop;kullback_leibler_divergence;relu;tanh;192;70;0.3050;
rmsprop;kullback_leibler_divergence;relu;sigmoid;192;70;0.3050;
rmsprop;kullback_leibler_divergence;relu;hard_sigmoid;192;70;0.3050;
rmsprop;kullback_leibler_divergence;tanh;softmax;192;70;0.3050;
rmsprop;kullback_leibler_divergence;tanh;tanh;192;70;0.3050;
rmsprop;kullback_leibler_divergence;tanh;sigmoid;192;70;0.3050;
rmsprop;kullback_leibler_divergence;tanh;hard_sigmoid;192;70;0.3050;
rmsprop;kullback_leibler_divergence;sigmoid;softmax;192;70;0.3050;
rmsprop;kullback_leibler_divergence;sigmoid;tanh;192;70;0.3050;
rmsprop;kullback_leibler_divergence;sigmoid;sigmoid;192;70;0.3050;
rmsprop;kullback_leibler_divergence;sigmoid;hard_sigmoid;192;70;0.3050;
rmsprop;kullback_leibler_divergence;hard_sigmoid;softmax;192;70;0.3050;
rmsprop;kullback_leibler_divergence;hard_sigmoid;tanh;192;70;0.3050;
rmsprop;kullback_leibler_divergence;hard_sigmoid;sigmoid;192;70;0.3050;
